[u'digital_clock', 0.077796869, u'web_site', 0.053416152, u'screen', 0.052338999, u'book_jacket', 0.047955319, u'rule', 0.039548263]
[u'digital_clock', 0.13770017, u'jersey', 0.13262142, u'web_site', 0.072126925, u'book_jacket', 0.034771923, u'digital_watch', 0.019833079]
[u'digital_clock', 0.94103891, u'digital_watch', 0.042528082, u'stopwatch', 0.0028941249, u'analog_clock', 0.0028673962, u'jersey', 0.0020231954]
[u'digital_clock', 0.15383179, u'jersey', 0.076610446, u'web_site', 0.070946217, u'book_jacket', 0.046971135, u'digital_watch', 0.032302715]
[u'digital_clock', 0.10368484, u'picket_fence', 0.072555326, u'digital_watch', 0.066202231, u'screen', 0.051950164, u'rule', 0.04448596]
[u'reel', 0.67211032, u'scabbard', 0.11771545, u'rifle', 0.092801608, u'pole', 0.020718195, u'printer', 0.015104322]
[u'digital_clock', 0.14607762, u'jersey', 0.093335368, u'web_site', 0.075207621, u'digital_watch', 0.031303816, u'book_jacket', 0.025599355]
[u'digital_clock', 0.85380626, u'digital_watch', 0.056954592, u'jersey', 0.019443819, u'analog_clock', 0.0084197959, u'scoreboard', 0.0053024171]
[u'picket_fence', 0.12766381, u'matchstick', 0.090952344, u'digital_clock', 0.078911312, u'nail', 0.058905512, u'rule', 0.050098889]
[u'digital_clock', 0.59538639, u'digital_watch', 0.073321514, u'beaker', 0.026394185, u'screen', 0.025943194, u'jersey', 0.025708184]
[u'monitor', 0.12480317, u'screen', 0.12049587, u'digital_clock', 0.077415638, u'medicine_chest', 0.05790513, u'envelope', 0.045076393]
[u'picket_fence', 0.16103224, u'digital_clock', 0.092388459, u'screen', 0.05494735, u'jersey', 0.044524699, u'book_jacket', 0.041178714]
[u'digital_clock', 0.17795409, u'jersey', 0.14592136, u'web_site', 0.085612305, u'book_jacket', 0.056535251, u'digital_watch', 0.022483023]
[u'reel', 0.85564202, u'scabbard', 0.069661684, u'rifle', 0.03641637, u'pole', 0.0051584519, u'bow', 0.0048765289]
[u'window_screen', 0.72662812, u'sliding_door', 0.14779462, u'window_shade', 0.063630387, u'doormat', 0.021471294, u'patio', 0.014147645]
[u'digital_clock', 0.62132496, u'jersey', 0.078111596, u'digital_watch', 0.032805786, u'scoreboard', 0.026007468, u'web_site', 0.024321839]
[u'digital_clock', 0.35318699, u'digital_watch', 0.059779219, u'jersey', 0.053570163, u'perfume', 0.048443642, u'web_site', 0.041254055]
[u'bow', 0.33527657, u'guillotine', 0.18501097, u'pole', 0.06045828, u'punching_bag', 0.0302373, u'horizontal_bar', 0.028583035]
[u'picket_fence', 0.33428761, u'digital_clock', 0.061979398, u'book_jacket', 0.041768979, u'perfume', 0.03969752, u'screen', 0.035587039]
