[u'digital_clock', 0.1138282, u'loudspeaker', 0.045103058, u'web_site', 0.037509933, u'scoreboard', 0.031347565, u'cleaver', 0.02280172]
[u'pick', 0.11809758, u'sunscreen', 0.066010214, u'tennis_ball', 0.064615995, u'digital_clock', 0.052293602, u'punching_bag', 0.041118279]
[u'chain_saw', 0.088054419, u'hair_spray', 0.086666778, u'pick', 0.082792155, u'jersey', 0.051664505, u'sunscreen', 0.047717053]
[u'web_site', 0.044047117, u'cleaver', 0.029068423, u'hook', 0.028364712, u'power_drill', 0.025230745, u'spotlight', 0.015547606]
[u'hook', 0.053198691, u'nail', 0.045608651, u'balance_beam', 0.039468512, u'spotlight', 0.036916345, u'web_site', 0.036090322]
[u'face_powder', 0.20965376, u'Band_Aid', 0.058248319, u'neck_brace', 0.041048214, u'ping-pong_ball', 0.038168501, u'web_site', 0.030763267]
[u'puck', 0.18821165, u'frying_pan', 0.078580499, u'drum', 0.074402705, u'face_powder', 0.066860974, u'bottlecap', 0.042915199]
[u'digital_clock', 0.086244032, u'beaker', 0.08020281, u'oil_filter', 0.064957187, u'street_sign', 0.063083917, u'binder', 0.046677556]
[u'envelope', 0.15590189, u'web_site', 0.1181756, u'can_opener', 0.040060077, u'hand_blower', 0.032408755, u'cleaver', 0.021871798]
[u'hair_slide', 0.12541062, u'plate_rack', 0.10300665, u'French_horn', 0.061497081, u'fire_screen', 0.033912897, u'jersey', 0.029097034]
[u'envelope', 0.078881353, u'can_opener', 0.047652524, u'hook', 0.03685838, u'power_drill', 0.03228163, u'assault_rifle', 0.032104883]
[u'puck', 0.90271509, u'pick', 0.045582127, u'face_powder', 0.0085531101, u'punching_bag', 0.005919653, u'frying_pan', 0.0037784171]
[u'web_site', 0.06287773, u'power_drill', 0.041390806, u'envelope', 0.029561553, u'cleaver', 0.026194133, u'nail', 0.013847062]
[u'envelope', 0.41937211, u'web_site', 0.2669701, u'scale', 0.035147183, u'digital_clock', 0.033302668, u'analog_clock', 0.018141616]
