[u'shower_curtain', 0.020136608, u'Chihuahua', 0.018203858, u'quilt', 0.017671114, u'crossword_puzzle', 0.015505792, u'digital_clock', 0.01475974]
[u'digital_clock', 0.094143294, u'maze', 0.048093732, u'digital_watch', 0.033739243, u'container_ship', 0.02298392, u'crossword_puzzle', 0.020847378]
[u'shower_curtain', 0.49875024, u'quilt', 0.037689798, u'shoji', 0.025835468, u'prayer_rug', 0.023758974, u'velvet', 0.022511734]
[u'Windsor_tie', 0.14325978, u'container_ship', 0.11441125, u'shower_curtain', 0.092935264, u'handkerchief', 0.053183775, u'solar_dish', 0.041591156]
[u'crossword_puzzle', 0.20209894, u'shower_curtain', 0.10336147, u'quilt', 0.045924827, u'digital_clock', 0.036080021, u'digital_watch', 0.031607501]
[u'shower_curtain', 0.33967051, u'window_shade', 0.10049158, u'sliding_door', 0.074808441, u'wardrobe', 0.073638111, u'window_screen', 0.069115341]
[u'window_screen', 0.052106112, u'balance_beam', 0.030573562, u'tick', 0.011984162, u'horizontal_bar', 0.011558532, u'shower_curtain', 0.010434105]
[u'rule', 0.17865634, u'envelope', 0.061268538, u'abacus', 0.052139852, u'Windsor_tie', 0.051231854, u'slide_rule', 0.050543439]
[u'stupa', 0.31970841, u'theater_curtain', 0.083046861, u'dome', 0.049534809, u'vault', 0.029980639, u'maze', 0.028844818]
[u'dining_table', 0.081861645, u'library', 0.080334783, u'bookcase', 0.070634797, u'shoji', 0.062673002, u'desk', 0.043729715]
[u'envelope', 0.075533636, u'Windsor_tie', 0.075338207, u'web_site', 0.041165207, u'handkerchief', 0.026411707, u'prayer_rug', 0.024278941]
[u'German_shepherd', 0.057962876, u'English_foxhound', 0.035102572, u'bookshop', 0.025677821, u'window_screen', 0.024303379, u'Chihuahua', 0.022651447]
[u'library', 0.31939197, u'bookcase', 0.16718599, u'carton', 0.11762162, u'dining_table', 0.080922149, u'bookshop', 0.073503315]
[u'shower_curtain', 0.24124578, u'handkerchief', 0.10290793, u'window_screen', 0.048880838, u'Windsor_tie', 0.031735983, u'window_shade', 0.027709907]
[u'window_shade', 0.098174989, u'window_screen', 0.069070816, u'shower_curtain', 0.064442411, u'fire_screen', 0.028656999, u'lampshade', 0.026173618]
[u'container_ship', 0.36782968, u'crane', 0.081856899, u'digital_clock', 0.0418327, u'jigsaw_puzzle', 0.029698957, u'castle', 0.028134542]
[u'sliding_door', 0.44321111, u'shoji', 0.097924955, u'window_shade', 0.060932495, u'window_screen', 0.060478061, u'shower_curtain', 0.036856815]
[u'shower_curtain', 0.27365065, u'safe', 0.032259118, u'window_screen', 0.028234264, u'window_shade', 0.024709322, u'fire_screen', 0.021439433]
[u'crossword_puzzle', 0.19399436, u'bookcase', 0.073178113, u'medicine_chest', 0.065501109, u'safe', 0.05590491, u'digital_clock', 0.044273417]
[u'sliding_door', 0.13089225, u'window_screen', 0.10486674, u'shower_curtain', 0.050453302, u'fire_screen', 0.042221196, u'window_shade', 0.041060377]
[u'window_screen', 0.20870505, u'window_shade', 0.097228765, u'shoji', 0.026479406, u'sliding_door', 0.021787329, u'shower_curtain', 0.018851127]
[u'container_ship', 0.087327518, u'window_screen', 0.073571973, u'planetarium', 0.048818219, u'solar_dish', 0.04367492, u'airship', 0.025860855]
[u'miniature_pinscher', 0.055541091, u'toy_terrier', 0.031446733, u'window_screen', 0.02459052, u'Mexican_hairless', 0.020593062, u'Doberman', 0.020118302]
[u'window_shade', 0.14258225, u'sliding_door', 0.11536943, u'window_screen', 0.07225097, u'shoji', 0.050931301, u'medicine_chest', 0.047545776]
[u'window_screen', 0.05631974, u'tick', 0.023397284, u'ballpoint', 0.01438357, u'nail', 0.01106058, u'Windsor_tie', 0.01095157]
[u'container_ship', 0.197494, u'carton', 0.18601654, u'envelope', 0.16324136, u'desk', 0.044036515, u'shower_curtain', 0.020301074]
[u'window_shade', 0.051146924, u'library', 0.04999917, u'carton', 0.047490507, u'shower_curtain', 0.047047835, u'envelope', 0.034830011]
[u'quilt', 0.18342677, u'crossword_puzzle', 0.079212405, u'container_ship', 0.059555117, u'shower_curtain', 0.055783991, u'tray', 0.025387159]
[u'television', 0.085134506, u'studio_couch', 0.050644103, u'throne', 0.0409615, u'pedestal', 0.021144809, u'four-poster', 0.020881282]
[u'shower_curtain', 0.10848681, u'window_screen', 0.081795074, u'handkerchief', 0.02621118, u'crossword_puzzle', 0.018893581, u'oscilloscope', 0.013441689]
[u'Chihuahua', 0.034045052, u'German_shepherd', 0.031001758, u'Border_terrier', 0.021036981, u'African_hunting_dog', 0.020549392, u'English_foxhound', 0.018674275]
[u'sliding_door', 0.1771502, u'digital_clock', 0.1073738, u'maze', 0.10546814, u'shoji', 0.093302824, u'turnstile', 0.08119195]
[u'shower_curtain', 0.038674954, u'sliding_door', 0.024192661, u'window_screen', 0.020112053, u'fire_screen', 0.016473969, u'digital_clock', 0.015499021]
[u'shower_curtain', 0.22722615, u'handkerchief', 0.034711037, u'quilt', 0.032797154, u'Windsor_tie', 0.028727431, u'crossword_puzzle', 0.027873179]
[u'shower_curtain', 0.54869002, u'window_screen', 0.025377484, u'handkerchief', 0.021916194, u'window_shade', 0.014106241, u'sliding_door', 0.011175804]
[u'African_hunting_dog', 0.036273066, u'container_ship', 0.029631963, u'Great_Dane', 0.025026517, u'hyena', 0.023929188, u'German_shepherd', 0.017300662]
[u'fire_screen', 0.047614977, u'window_screen', 0.033898648, u'shower_curtain', 0.028305963, u'bookshop', 0.027772285, u'sliding_door', 0.026687138]
[u'window_shade', 0.054952849, u'solar_dish', 0.054486867, u'planetarium', 0.045022111, u'library', 0.039243113, u'bookshop', 0.036812183]
[u'fire_screen', 0.15183336, u'sliding_door', 0.04786649, u'pedestal', 0.046267405, u'washbasin', 0.039031982, u'window_screen', 0.038527481]
[u'desk', 0.098697849, u'digital_clock', 0.087798335, u'dining_table', 0.068131559, u'crossword_puzzle', 0.03462721, u'guillotine', 0.033049993]
[u'digital_clock', 0.37976989, u'digital_watch', 0.052176349, u'screen', 0.039572779, u'monitor', 0.037107922, u'scoreboard', 0.031772401]
[u'window_screen', 0.078416124, u'shower_curtain', 0.059317045, u'crossword_puzzle', 0.0324145, u'shoji', 0.025686756, u'window_shade', 0.023925146]
[u'Chihuahua', 0.019479845, u'planetarium', 0.017692372, u'caldron', 0.016852932, u'Indian_cobra', 0.016332027, u'bubble', 0.013596501]
[u'quilt', 0.056278154, u'prayer_rug', 0.038980525, u'wool', 0.033230342, u'shower_curtain', 0.029768586, u'container_ship', 0.019480944]
[u'sliding_door', 0.16452949, u'shoji', 0.10660067, u'shower_curtain', 0.055051036, u'window_shade', 0.043804958, u'washbasin', 0.041012064]
[u'crossword_puzzle', 0.049428005, u'digital_clock', 0.037949793, u'German_shepherd', 0.021882795, u'book_jacket', 0.019688327, u'envelope', 0.018860882]
[u'shower_curtain', 0.11243845, u'fire_screen', 0.026821177, u'cleaver', 0.024870401, u'binder', 0.021841094, u'window_screen', 0.019649627]
[u'window_screen', 0.10355626, u'German_shepherd', 0.048302721, u'oscilloscope', 0.016303064, u'solar_dish', 0.016111482, u'malinois', 0.012763897]
[u'Windsor_tie', 0.067656361, u'crossword_puzzle', 0.044121277, u'shower_curtain', 0.041299112, u'wool', 0.025114514, u'quilt', 0.020868473]
[u'dhole', 0.040816009, u'red_wolf', 0.024973631, u'window_screen', 0.021709772, u'dining_table', 0.018921781, u'window_shade', 0.018599646]
[u'envelope', 0.092839949, u'digital_clock', 0.054517549, u'safe', 0.053671464, u'container_ship', 0.042946529, u'binder', 0.025008868]
[u'crossword_puzzle', 0.073056661, u'Windsor_tie', 0.049485624, u'Band_Aid', 0.041187692, u'envelope', 0.034253445, u'digital_clock', 0.030692453]
[u'shower_curtain', 0.035885725, u'sliding_door', 0.034404036, u'oscilloscope', 0.030624675, u'window_screen', 0.029437112, u'book_jacket', 0.024830023]
[u'window_screen', 0.034962486, u'Windsor_tie', 0.027306994, u'dining_table', 0.023586551, u'suit', 0.020846143, u'shower_curtain', 0.018275512]
[u'shower_curtain', 0.47162101, u'washbasin', 0.042324141, u'container_ship', 0.019333564, u'crossword_puzzle', 0.019164138, u'handkerchief', 0.015698273]
[u'sliding_door', 0.19460852, u'wardrobe', 0.13228539, u'shower_curtain', 0.095707946, u'fire_screen', 0.095189683, u'window_shade', 0.064479634]
[u'digital_clock', 0.059352946, u'handkerchief', 0.04460961, u'shower_curtain', 0.040315665, u'maze', 0.032322705, u'container_ship', 0.030436154]
[u'digital_clock', 0.097829685, u'monitor', 0.092816755, u'oscilloscope', 0.089940153, u'screen', 0.069851808, u'television', 0.034889486]
[u'prayer_rug', 0.075660117, u'shower_curtain', 0.054678246, u'maze', 0.03361338, u'crossword_puzzle', 0.029171102, u'handkerchief', 0.024548629]
[u'container_ship', 0.41980079, u'stage', 0.073003858, u'digital_clock', 0.037930794, u'barn', 0.025614582, u'crane', 0.024982356]
[u'Windsor_tie', 0.11246034, u'container_ship', 0.045535341, u'wool', 0.035588127, u'digital_watch', 0.024560738, u'digital_clock', 0.022304436]
[u'window_screen', 0.076130979, u'fire_screen', 0.065625153, u'handkerchief', 0.040988587, u'Windsor_tie', 0.037538007, u'shower_curtain', 0.029768785]
[u'handkerchief', 0.15242811, u'shower_curtain', 0.081107154, u'quilt', 0.042617261, u'apron', 0.032586321, u'envelope', 0.030529901]
[u'handkerchief', 0.050203826, u'Windsor_tie', 0.044704426, u'shower_curtain', 0.044182844, u'prayer_rug', 0.028065301, u'wool', 0.023030527]
[u'shower_curtain', 0.081037313, u'window_screen', 0.058505915, u'window_shade', 0.034128085, u'sliding_door', 0.026974557, u'shoji', 0.021386629]
[u'shower_curtain', 0.10929404, u'quilt', 0.061090089, u'handkerchief', 0.048187554, u'envelope', 0.038173005, u'maze', 0.030917158]
[u'window_screen', 0.052674472, u'monitor', 0.038824055, u'television', 0.035338633, u'screen', 0.034680977, u'digital_clock', 0.025785804]
[u'handkerchief', 0.094963677, u'Windsor_tie', 0.067787886, u'window_screen', 0.033340774, u'shower_curtain', 0.023026677, u'oscilloscope', 0.019608032]
[u'home_theater', 0.23301549, u'monitor', 0.22636366, u'television', 0.14101949, u'screen', 0.12686193, u'digital_clock', 0.018294767]
[u'shower_curtain', 0.087767273, u'window_screen', 0.068944067, u'window_shade', 0.045732442, u'pedestal', 0.031188304, u'fire_screen', 0.024414349]
[u'spotlight', 0.018325232, u'horizontal_bar', 0.0149388, u'digital_clock', 0.012883135, u'prison', 0.012494318, u'bannister', 0.012140343]
[u'shower_curtain', 0.1268765, u'handkerchief', 0.082272992, u'prayer_rug', 0.045239404, u'bath_towel', 0.03134153, u'velvet', 0.020153021]
[u'quilt', 0.07032799, u'shower_curtain', 0.044802722, u'maze', 0.030370075, u'bookshop', 0.027036019, u'carton', 0.020971514]
[u'shower_curtain', 0.07476268, u'digital_clock', 0.035309717, u'wall_clock', 0.026649613, u'digital_watch', 0.018466039, u'crossword_puzzle', 0.017627804]
[u'shower_curtain', 0.19813196, u'crossword_puzzle', 0.042993147, u'washbasin', 0.020034887, u'bath_towel', 0.014533203, u'toilet_tissue', 0.013617144]
[u'envelope', 0.14091326, u'container_ship', 0.086006805, u'dining_table', 0.059699956, u'desk', 0.046825416, u'carton', 0.042878948]
[u'digital_clock', 0.0616422, u'crossword_puzzle', 0.057559546, u'handkerchief', 0.037001036, u'digital_watch', 0.036190849, u'pillow', 0.035380419]
[u'bookshop', 0.019705236, u'fire_screen', 0.019219255, u'window_screen', 0.018295774, u'Chihuahua', 0.011569964, u'oscilloscope', 0.010493463]
[u'shower_curtain', 0.52071434, u'window_shade', 0.040002014, u'shoji', 0.039777037, u'window_screen', 0.034611993, u'safe', 0.033224013]
[u'bookshop', 0.11495011, u'library', 0.051999308, u'maze', 0.033105206, u'tobacco_shop', 0.0250414, u'digital_clock', 0.024114426]
[u'shower_curtain', 0.17477305, u'prayer_rug', 0.12265793, u'quilt', 0.057142973, u'handkerchief', 0.054221742, u'window_screen', 0.037808627]
[u'shower_curtain', 0.062933661, u'sliding_door', 0.06266392, u'window_screen', 0.044929139, u'digital_clock', 0.034024194, u'prison', 0.03035525]
[u'jigsaw_puzzle', 0.14690256, u'shower_curtain', 0.078108616, u'oscilloscope', 0.056469355, u'handkerchief', 0.047248535, u'envelope', 0.042004261]
[u'shower_curtain', 0.10065946, u'window_shade', 0.090410925, u'window_screen', 0.090342455, u'shoji', 0.053709906, u'medicine_chest', 0.03022299]
[u'digital_clock', 0.043055229, u'digital_watch', 0.021744987, u'scoreboard', 0.020576889, u'window_screen', 0.019856155, u'street_sign', 0.019265069]
[u'carton', 0.10614052, u'washbasin', 0.099238358, u'shower_curtain', 0.08624848, u'library', 0.033380099, u'toilet_seat', 0.028656371]
[u'rule', 0.10434105, u'envelope', 0.10008972, u'slide_rule', 0.061003499, u'scale', 0.028915999, u'crossword_puzzle', 0.022518493]
[u'window_screen', 0.11018804, u'shower_curtain', 0.051175218, u'sliding_door', 0.034457564, u'fire_screen', 0.031817794, u'prayer_rug', 0.024382697]
[u'German_shepherd', 0.019843968, u'bookshop', 0.017355861, u'tobacco_shop', 0.01706925, u'English_foxhound', 0.016519548, u'quilt', 0.013090494]
[u'German_shepherd', 0.20861621, u'malinois', 0.069823958, u'Chihuahua', 0.051488638, u'bloodhound', 0.040774781, u'kelpie', 0.036561344]
[u'crossword_puzzle', 0.056678295, u'shower_curtain', 0.053592734, u'sliding_door', 0.029549392, u'washbasin', 0.028691608, u'prison', 0.026911983]
[u'shower_curtain', 0.16827716, u'quilt', 0.10015349, u'maze', 0.068109401, u'prayer_rug', 0.054407135, u'handkerchief', 0.033111822]
[u'window_shade', 0.42921698, u'window_screen', 0.058698453, u'shoji', 0.054852702, u'desk', 0.041134235, u'shower_curtain', 0.02511207]
[u'quilt', 0.036510818, u'crossword_puzzle', 0.028338062, u'Windsor_tie', 0.025651993, u'prayer_rug', 0.019836478, u'shower_curtain', 0.018948907]
[u'balance_beam', 0.072210133, u'bookshop', 0.032099511, u'desk', 0.024305966, u'maze', 0.023183813, u'grand_piano', 0.018122982]
[u'crossword_puzzle', 0.25829542, u'digital_clock', 0.031312369, u'digital_watch', 0.023647767, u'window_screen', 0.019377459, u'shower_curtain', 0.018870419]
[u'shower_curtain', 0.36908758, u'quilt', 0.047653418, u'prayer_rug', 0.029628426, u'crossword_puzzle', 0.028727425, u'handkerchief', 0.025045995]
[u'window_screen', 0.39531559, u'window_shade', 0.056613196, u'oscilloscope', 0.036732998, u'sliding_door', 0.017554432, u'solar_dish', 0.016983075]
[u'tray', 0.17197232, u'digital_watch', 0.11973222, u'bottlecap', 0.11327405, u'whistle', 0.088166192, u'digital_clock', 0.086525828]
[u'crossword_puzzle', 0.13467751, u'shower_curtain', 0.047001064, u'Windsor_tie', 0.015680172, u'quilt', 0.015636396, u'oscilloscope', 0.012362231]
[u'wardrobe', 0.42423978, u'shower_curtain', 0.10583544, u'sliding_door', 0.096783496, u'shoji', 0.057460923, u'china_cabinet', 0.029338416]
[u'crossword_puzzle', 0.067463666, u'digital_clock', 0.016338073, u'quilt', 0.011275843, u'bathtub', 0.011131001, u'puck', 0.010174629]
[u'Windsor_tie', 0.045020953, u'suit', 0.040272187, u'shoji', 0.032194391, u'dining_table', 0.029353218, u'shower_curtain', 0.025067983]
[u'digital_clock', 0.061780486, u'spotlight', 0.023247642, u'vine_snake', 0.021300318, u'matchstick', 0.016299142, u'window_screen', 0.011965494]
[u'pedestal', 0.091025867, u'Windsor_tie', 0.056215983, u'suit', 0.053606097, u'window_shade', 0.035004303, u'shower_curtain', 0.029006511]
[u'desk', 0.13047053, u'safe', 0.093537033, u'washbasin', 0.061339285, u'sliding_door', 0.054056693, u'microwave', 0.049395539]
[u'Windsor_tie', 0.05544195, u'envelope', 0.030252788, u'Band_Aid', 0.02372019, u'crossword_puzzle', 0.023329958, u'wool', 0.023232179]
[u'shower_curtain', 0.1710483, u'handkerchief', 0.15866794, u'monitor', 0.045162067, u'container_ship', 0.042723186, u'digital_clock', 0.042012937]
[u'German_shepherd', 0.029663399, u'digital_clock', 0.021441177, u'maze', 0.021054862, u'window_screen', 0.020485517, u'digital_watch', 0.018283367]
[u'digital_clock', 0.094917737, u'picket_fence', 0.047391683, u'spotlight', 0.042543497, u'beacon', 0.033524398, u'cinema', 0.021665186]
[u'pedestal', 0.10178513, u'sliding_door', 0.094844408, u'wardrobe', 0.065142445, u'fire_screen', 0.054799289, u'window_screen', 0.053176284]
[u'carton', 0.054004412, u'container_ship', 0.035539441, u'envelope', 0.028818054, u'seashore', 0.025036592, u'pier', 0.024078948]
[u'crossword_puzzle', 0.1940994, u'Windsor_tie', 0.067789614, u'digital_watch', 0.042567324, u'digital_clock', 0.029941227, u'container_ship', 0.027570596]
[u'bookshop', 0.046114862, u'German_shepherd', 0.039841644, u'library', 0.035121303, u'Border_terrier', 0.030070307, u'bloodhound', 0.02386402]
[u'theater_curtain', 0.083863199, u'home_theater', 0.045357898, u'cinema', 0.037747063, u'digital_clock', 0.034410939, u'shoji', 0.02612509]
[u'bookshop', 0.095656969, u'library', 0.068198271, u'bookcase', 0.029710993, u'tobacco_shop', 0.020522142, u'sliding_door', 0.017059701]
[u'crossword_puzzle', 0.030727437, u'Windsor_tie', 0.016155126, u'container_ship', 0.01325644, u'window_screen', 0.012424441, u'quilt', 0.011713333]
[u'window_screen', 0.014024374, u'crossword_puzzle', 0.012033993, u'bookshop', 0.0099176448, u'shower_curtain', 0.009349836, u'Indian_cobra', 0.0082667852]
[u'monitor', 0.14853445, u'oscilloscope', 0.11432549, u'screen', 0.05968814, u'television', 0.030149147, u'window_screen', 0.026150202]
[u'container_ship', 0.090130538, u'digital_clock', 0.078011706, u'envelope', 0.074374855, u'crossword_puzzle', 0.042598106, u'digital_watch', 0.041394718]
[u'web_site', 0.072667494, u'digital_clock', 0.040057864, u'window_screen', 0.035856172, u'bookcase', 0.034708843, u'book_jacket', 0.031109305]
[u'shower_curtain', 0.068953931, u'window_screen', 0.028910117, u'suit', 0.018481979, u'tick', 0.017043719, u'vulture', 0.014746002]
[u'desk', 0.20016617, u'monitor', 0.14020698, u'safe', 0.087034702, u'window_screen', 0.031235514, u'carton', 0.02990761]
[u'Windsor_tie', 0.047480866, u'crossword_puzzle', 0.037559811, u'envelope', 0.031718593, u'studio_couch', 0.024202878, u'sidewinder', 0.020552561]
[u'Indian_cobra', 0.039716642, u'sidewinder', 0.031982426, u'banded_gecko', 0.024650056, u'night_snake', 0.01788865, u'horned_viper', 0.01642007]
[u'shower_curtain', 0.23172106, u'sliding_door', 0.078001395, u'window_screen', 0.056744572, u'medicine_chest', 0.038033191, u'safe', 0.030355517]
[u'prayer_rug', 0.067684382, u'shower_curtain', 0.029741507, u'quilt', 0.02895405, u'Windsor_tie', 0.024723317, u'wool', 0.024402119]
[u'Windsor_tie', 0.30888161, u'Indian_cobra', 0.044517778, u'handkerchief', 0.031207541, u'velvet', 0.020812698, u'wool', 0.018596411]
[u'quilt', 0.017556537, u'Chihuahua', 0.017432813, u'German_shepherd', 0.010546583, u'container_ship', 0.010285835, u'shower_curtain', 0.0092158988]
[u'container_ship', 0.34273809, u'digital_clock', 0.078817502, u'whistle', 0.038578447, u'envelope', 0.031429362, u'matchstick', 0.02780772]
[u'oscilloscope', 0.25438929, u'screen', 0.06550613, u'digital_clock', 0.056616034, u'window_screen', 0.049832255, u'monitor', 0.049639139]
[u'shower_curtain', 0.23930688, u'wool', 0.071439818, u'handkerchief', 0.056775138, u'Windsor_tie', 0.044949789, u'quilt', 0.042045612]
[u'shower_curtain', 0.083203785, u'shoji', 0.04526417, u'fire_screen', 0.0392179, u'window_shade', 0.03462813, u'window_screen', 0.031299736]
[u'African_hunting_dog', 0.026884904, u'dhole', 0.023951115, u'common_newt', 0.018097723, u'weasel', 0.013983969, u'kite', 0.013627552]
[u'shower_curtain', 0.19877163, u'Windsor_tie', 0.047021139, u'window_screen', 0.040921848, u'crossword_puzzle', 0.022944614, u'handkerchief', 0.021573009]
[u'window_screen', 0.087174423, u'monitor', 0.058691807, u'screen', 0.055702522, u'oscilloscope', 0.044321686, u'window_shade', 0.035696223]
[u'shower_curtain', 0.30025405, u'window_shade', 0.10662446, u'window_screen', 0.049753945, u'screen', 0.024229549, u'mosquito_net', 0.024131635]
[u'window_screen', 0.15626417, u'shower_curtain', 0.14003129, u'window_shade', 0.045752984, u'fire_screen', 0.035467029, u'oscilloscope', 0.026436608]
[u'bookshop', 0.028876297, u'tobacco_shop', 0.022094263, u'caldron', 0.013612705, u'African_hunting_dog', 0.013364131, u'vault', 0.011985438]
[u'Windsor_tie', 0.19128653, u'handkerchief', 0.085325338, u'velvet', 0.055157468, u'prayer_rug', 0.036582589, u'shower_curtain', 0.035017412]
[u'English_foxhound', 0.054054718, u'window_screen', 0.037894014, u'German_shepherd', 0.033077717, u'Windsor_tie', 0.030690877, u'Chihuahua', 0.016422926]
[u'shower_curtain', 0.18142766, u'window_shade', 0.059934456, u'sliding_door', 0.049938831, u'shoji', 0.028056845, u'monitor', 0.026074331]
[u'library', 0.1428701, u'bookcase', 0.14001979, u'entertainment_center', 0.10496827, u'sliding_door', 0.050501958, u'dining_table', 0.050087165]
[u'crossword_puzzle', 0.27795315, u'digital_clock', 0.26860487, u'digital_watch', 0.055754527, u'container_ship', 0.035667535, u'dining_table', 0.021818634]
[u'bookshop', 0.068927929, u'vault', 0.06633123, u'library', 0.05532911, u'maze', 0.039936867, u'prayer_rug', 0.029100001]
[u'oscilloscope', 0.090836719, u'window_screen', 0.078883626, u'monitor', 0.036482722, u'solar_dish', 0.033043977, u'German_shepherd', 0.026085537]
[u'dining_table', 0.097860165, u'handkerchief', 0.063885815, u'monitor', 0.043012835, u'shower_curtain', 0.035074949, u'shoji', 0.028925216]
[u'crossword_puzzle', 0.16583145, u'envelope', 0.14104615, u'Windsor_tie', 0.037296653, u'book_jacket', 0.030037103, u'digital_clock', 0.028206902]
[u'window_screen', 0.28397197, u'fire_screen', 0.11575022, u'sliding_door', 0.071090415, u'window_shade', 0.051426269, u'shoji', 0.051202286]
[u'library', 0.1646848, u'bookshop', 0.08869911, u'vault', 0.051091686, u'sliding_door', 0.045569126, u'dining_table', 0.040395636]
[u'digital_clock', 0.017820951, u'window_screen', 0.014552753, u'grand_piano', 0.014372864, u'planetarium', 0.012899305, u'prison', 0.012503749]
[u'Windsor_tie', 0.077047542, u'container_ship', 0.07590571, u'digital_clock', 0.039168831, u'wool', 0.03907828, u'digital_watch', 0.030818736]
[u'quilt', 0.031802028, u'shower_curtain', 0.029026857, u'prayer_rug', 0.019824857, u'handkerchief', 0.01497629, u'Border_terrier', 0.014965096]
[u'shower_curtain', 0.11970188, u'sliding_door', 0.070269756, u'Windsor_tie', 0.045656919, u'wardrobe', 0.042794485, u'window_screen', 0.030683056]
[u'shower_curtain', 0.06508109, u'dining_table', 0.021984378, u'washbasin', 0.020685144, u'crossword_puzzle', 0.018514318, u'window_screen', 0.016619949]
[u'tray', 0.50949317, u'envelope', 0.30192143, u'matchstick', 0.091652073, u'maze', 0.022346385, u'digital_clock', 0.012130497]
[u'crossword_puzzle', 0.28036973, u'digital_clock', 0.064059436, u'Windsor_tie', 0.05656445, u'wool', 0.044925664, u'digital_watch', 0.042502996]
[u'crossword_puzzle', 0.096100308, u'envelope', 0.046092242, u'desk', 0.043208882, u'digital_clock', 0.034817342, u'dining_table', 0.028400194]
[u'maze', 0.053565975, u'carton', 0.052317012, u'toilet_seat', 0.040651012, u'handkerchief', 0.039475456, u'toilet_tissue', 0.032495636]
[u'shower_curtain', 0.37275001, u'sliding_door', 0.079261251, u'window_screen', 0.071872577, u'fire_screen', 0.041487962, u'shoji', 0.035833977]
[u'handkerchief', 0.2706567, u'shower_curtain', 0.13358186, u'container_ship', 0.077573143, u'envelope', 0.076250114, u'carton', 0.065660343]
[u'shower_curtain', 0.12926686, u'oscilloscope', 0.064856827, u'fire_screen', 0.058053926, u'sliding_door', 0.049658168, u'monitor', 0.046022534]
[u'window_screen', 0.13728906, u'fire_screen', 0.044546798, u'oscilloscope', 0.033791855, u'shower_curtain', 0.027297983, u'window_shade', 0.026685469]
[u'maze', 0.095599107, u'window_screen', 0.043153737, u'shoji', 0.042718314, u'handkerchief', 0.027449563, u'shower_curtain', 0.024349133]
[u'maze', 0.073041894, u'quilt', 0.034788527, u'shower_curtain', 0.033885647, u'shoji', 0.029901799, u'library', 0.027329694]
[u'bookshop', 0.028642856, u'container_ship', 0.02253793, u'tobacco_shop', 0.021499911, u'dining_table', 0.017263813, u'window_screen', 0.01607541]
[u'fire_screen', 0.084569417, u'bookcase', 0.083170079, u'desk', 0.072854221, u'dining_table', 0.063864142, u'safe', 0.057649173]
[u'shower_curtain', 0.055740025, u'window_screen', 0.039547559, u'Windsor_tie', 0.029627679, u'scoreboard', 0.022960627, u'digital_clock', 0.014365246]
