[u'Band_Aid', 0.10040602, u'diaper', 0.075159162, u'hamster', 0.06293983, u'harmonica', 0.056681734, u'bath_towel', 0.033565558]
[u'syringe', 0.099095643, u'Italian_greyhound', 0.060087413, u"potter's_wheel", 0.050991729, u'whippet', 0.045688793, u'bathtub', 0.043316271]
[u'microphone', 0.10634597, u'sax', 0.10313437, u'bubble', 0.059523974, u'whistle', 0.050027505, u'oboe', 0.045161486]
[u'swimming_trunks', 0.28869379, u'maillot', 0.15741865, u'knee_pad', 0.11815844, u'miniskirt', 0.061644331, u'bikini', 0.057355903]
[u'sewing_machine', 0.083441235, u'pajama', 0.050795924, u'lotion', 0.038493581, u'Band_Aid', 0.036558647, u'lipstick', 0.035674475]
[u'swimming_trunks', 0.46813226, u'bathtub', 0.1581334, u'tub', 0.11265065, u'diaper', 0.076457083, u'bikini', 0.031511009]
[u'shower_cap', 0.21796453, u'diaper', 0.16315871, u'bathtub', 0.13716377, u'tub', 0.13333489, u'swimming_trunks', 0.13160993]
[u'maillot', 0.43188271, u'bikini', 0.19909896, u'maillot', 0.096602723, u'miniskirt', 0.074325368, u'studio_couch', 0.069795527]
[u'diaper', 0.31941777, u'bath_towel', 0.18274122, u'brassiere', 0.088108957, u'bikini', 0.028529447, u'bathtub', 0.027935592]
[u'brassiere', 0.032111298, u'pajama', 0.030747263, u'jersey', 0.026117494, u'wig', 0.020529035, u'shower_cap', 0.019591203]
[u'brassiere', 0.11153776, u'maillot', 0.086697608, u'maillot', 0.075200766, u'shower_curtain', 0.050010666, u'bikini', 0.044366382]
[u'stage', 0.38854349, u'projector', 0.11937791, u'tennis_ball', 0.018121351, u'stretcher', 0.017491937, u'spotlight', 0.013832754]
[u'television', 0.38898194, u'web_site', 0.099601358, u'screen', 0.063901961, u'monitor', 0.048185844, u'cash_machine', 0.046515122]
[u'diaper', 0.44058251, u'swimming_trunks', 0.15412173, u'sunscreen', 0.059214473, u'bathing_cap', 0.02410073, u'dumbbell', 0.023003055]
[u'wardrobe', 0.22235803, u'trench_coat', 0.19722839, u'pajama', 0.08884576, u'stole', 0.064008884, u'suit', 0.04881433]
[u'diaper', 0.46277615, u'bath_towel', 0.3579073, u'bonnet', 0.028729534, u'fur_coat', 0.020501275, u'neck_brace', 0.017703855]
[u'swimming_trunks', 0.10775674, u'diaper', 0.088698447, u'Band_Aid', 0.058674302, u'sunscreen', 0.051078901, u'shower_cap', 0.048886489]
[u'bathtub', 0.30651754, u'tub', 0.27317515, u'swimming_trunks', 0.19197886, u'diaper', 0.024342516, u'miniskirt', 0.023083435]
[u'barbell', 0.37392974, u'dumbbell', 0.3507362, u'punching_bag', 0.032012086, u'bulletproof_vest', 0.017921455, u'shoe_shop', 0.017249152]
[u'nipple', 0.24157821, u'microphone', 0.078449085, u'ice_lolly', 0.06527973, u'plunger', 0.058570359, u'bubble', 0.054950021]
[u'groom', 0.26043677, u'suit', 0.18290529, u'jean', 0.091798894, u'bow_tie', 0.076531038, u'miniskirt', 0.045326754]
[u'hair_spray', 0.18006012, u'sunscreen', 0.069109298, u'brassiere', 0.067588322, u'lipstick', 0.044297803, u'Band_Aid', 0.037977215]
[u'diaper', 0.64083844, u'dumbbell', 0.13446149, u'punching_bag', 0.037363432, u'swimming_trunks', 0.030654263, u'barbell', 0.028349288]
[u'bikini', 0.15289827, u'bathing_cap', 0.076529302, u'groom', 0.061753508, u'sunscreen', 0.053849041, u'gown', 0.02754637]
[u'shower_cap', 0.11984539, u'sunscreen', 0.09656702, u'bathing_cap', 0.071439698, u'feather_boa', 0.069739558, u'brassiere', 0.051748868]
[u'brassiere', 0.35564622, u'bikini', 0.11081506, u'maillot', 0.057425272, u'sunscreen', 0.048833922, u'diaper', 0.039629087]
[u'balance_beam', 0.72047395, u'television', 0.054854717, u'monitor', 0.024676172, u'stage', 0.019521168, u'swimming_trunks', 0.01823231]
[u'miniskirt', 0.098879375, u'cowboy_hat', 0.048175208, u'sarong', 0.047989242, u'holster', 0.043739211, u'knee_pad', 0.032056782]
[u'torch', 0.10714278, u'military_uniform', 0.037630372, u'bubble', 0.031597115, u'assault_rifle', 0.027343368, u'umbrella', 0.025299797]
[u'hair_spray', 0.12953179, u'microphone', 0.096945643, u'Band_Aid', 0.074305251, u'bubble', 0.041678447, u'syringe', 0.037378103]
[u'oxygen_mask', 0.091843024, u'stethoscope', 0.048054338, u'boxer', 0.040917981, u'bloodhound', 0.040246319, u'dough', 0.028056873]
[u'dumbbell', 0.10757608, u'barbell', 0.068768986, u'punching_bag', 0.056754928, u'maillot', 0.052004766, u'bathing_cap', 0.040383045]
[u'jean', 0.042089853, u'sliding_door', 0.040558677, u'groom', 0.037189554, u'lab_coat', 0.034659564, u'iron', 0.03321987]
[u'neck_brace', 0.05657135, u'crutch', 0.037383374, u'suit', 0.036680005, u'bow_tie', 0.030455559, u'fur_coat', 0.026731435]
[u'feather_boa', 0.063291572, u'stage', 0.058382101, u'swimming_trunks', 0.038106233, u'drumstick', 0.03769863, u'gong', 0.037291598]
[u'bikini', 0.12885289, u'groom', 0.065794483, u'brassiere', 0.058140751, u'hair_spray', 0.036890488, u'punching_bag', 0.032186262]
[u'swimming_trunks', 0.2240033, u'tub', 0.089853883, u'bathtub', 0.041185055, u'maillot', 0.03676356, u'notebook', 0.035381038]
[u'bathtub', 0.57045013, u'tub', 0.32831347, u'swimming_trunks', 0.017669942, u'washbasin', 0.015664259, u'diaper', 0.0098983739]
[u'pajama', 0.38942641, u'miniskirt', 0.029654903, u'harp', 0.028062254, u'crutch', 0.026816953, u'panpipe', 0.023447283]
[u'bathtub', 0.50093079, u'tub', 0.17770407, u'shower_curtain', 0.050738279, u'hand_blower', 0.023950716, u'bath_towel', 0.018924139]
[u'swimming_trunks', 0.13401155, u'bathing_cap', 0.065700777, u'sunscreen', 0.062346719, u'bikini', 0.058279034, u'maillot', 0.049180511]
[u'knee_pad', 0.11759832, u'unicycle', 0.093988173, u'gasmask', 0.089170337, u'miniskirt', 0.061012343, u'jean', 0.047480609]
[u'mashed_potato', 0.088824548, u'fur_coat', 0.077989727, u'ice_cream', 0.029574852, u'candle', 0.025793407, u'saltshaker', 0.020979192]
[u'gown', 0.32222256, u'maillot', 0.087129831, u'balance_beam', 0.075858697, u'brassiere', 0.029617671, u'swimming_trunks', 0.028023094]
[u'stretcher', 0.1285948, u'studio_couch', 0.069422483, u'diaper', 0.058991976, u'neck_brace', 0.058654573, u'brassiere', 0.035161212]
[u'swimming_trunks', 0.87961966, u'sarong', 0.037230082, u'tub', 0.010809017, u'bikini', 0.010022347, u'sunscreen', 0.0071480931]
[u'lipstick', 0.31915349, u'lighter', 0.11375265, u'syringe', 0.051494617, u'ice_lolly', 0.038216144, u'iPod', 0.031690877]
[u'barbershop', 0.17330502, u'barbell', 0.16716118, u'file', 0.076482385, u'dumbbell', 0.04522115, u'barber_chair', 0.04109963]
[u'Angora', 0.07906884, u'axolotl', 0.071872026, u'groom', 0.043884337, u'wallaby', 0.038442593, u'swimming_trunks', 0.022546321]
[u'ocarina', 0.040327605, u'gyromitra', 0.03308234, u'cliff', 0.030155109, u'handkerchief', 0.023886867, u'military_uniform', 0.023153204]
[u'bathtub', 0.53738439, u'tub', 0.21968983, u'swimming_trunks', 0.065614827, u'diaper', 0.032817628, u'stethoscope', 0.012566463]
[u'swimming_trunks', 0.082515143, u'sandbar', 0.033026617, u'tricycle', 0.029626617, u'swing', 0.027476393, u'bikini', 0.026414063]
[u'swimming_trunks', 0.26102331, u'bathtub', 0.17994787, u'shower_cap', 0.13546917, u'bath_towel', 0.10106327, u'bathing_cap', 0.041780975]
[u'bathtub', 0.29286817, u'tub', 0.11620718, u'oxygen_mask', 0.058493748, u'iron', 0.055016566, u'washbasin', 0.031088794]
[u'swimming_trunks', 0.44529614, u'conch', 0.064788848, u'bathing_cap', 0.061232075, u'sunscreen', 0.057304889, u'diaper', 0.048056908]
[u'candle', 0.071921527, u'groom', 0.065352626, u'diaper', 0.04593144, u'bow_tie', 0.031283591, u'swimming_trunks', 0.021352556]
[u'bobsled', 0.092213579, u'stretcher', 0.073377162, u'backpack', 0.057548333, u'snowplow', 0.039819419, u'cello', 0.020915162]
[u'syringe', 0.42446291, u'bathtub', 0.038700972, u'stethoscope', 0.02895044, u'quill', 0.028939879, u'flute', 0.027710615]
[u'maillot', 0.10992518, u'maillot', 0.10320494, u'brassiere', 0.096684583, u'bikini', 0.072569303, u'swimming_trunks', 0.057924315]
[u'swimming_trunks', 0.35081482, u'bathing_cap', 0.3164244, u'bikini', 0.029035237, u'diaper', 0.025022028, u'maillot', 0.013910986]
[u'brassiere', 0.28085431, u'bikini', 0.1607585, u'miniskirt', 0.069354877, u'diaper', 0.052733682, u'swimming_trunks', 0.052585285]
[u'diaper', 0.2736398, u'sunscreen', 0.058353055, u'swimming_trunks', 0.056447875, u'bathing_cap', 0.039994795, u'Band_Aid', 0.035370171]
[u'swimming_trunks', 0.35822108, u'bathtub', 0.089090593, u'diaper', 0.081927702, u'tub', 0.06429521, u'sunscreen', 0.026215186]
[u'brassiere', 0.17395023, u'feather_boa', 0.062169187, u'fur_coat', 0.059749734, u'groom', 0.049850412, u'gown', 0.036133599]
[u'bikini', 0.24019188, u'tub', 0.12398992, u'bathtub', 0.093963124, u'brassiere', 0.093690746, u'sunscreen', 0.048015609]
[u'bathing_cap', 0.27394694, u'maillot', 0.19605739, u'brassiere', 0.14126077, u'bikini', 0.060352817, u'swimming_trunks', 0.035579834]
[u'bathing_cap', 0.13183168, u'swimming_trunks', 0.1010536, u'web_site', 0.087988086, u'dumbbell', 0.082372136, u'brassiere', 0.048121393]
[u'brassiere', 0.81854534, u'bikini', 0.076344088, u'maillot', 0.012829168, u'maillot', 0.011670045, u'gown', 0.010786961]
[u'shoji', 0.20920411, u'studio_couch', 0.11689803, u'kuvasz', 0.032664925, u'Ibizan_hound', 0.021849729, u'borzoi', 0.020578567]
[u'scale', 0.22555991, u'butcher_shop', 0.20920132, u'diaper', 0.15488304, u'hog', 0.070082486, u'cleaver', 0.069019511]
[u'miniskirt', 0.076907136, u'shower_cap', 0.066288486, u'diaper', 0.051703643, u'cowboy_hat', 0.034808185, u'bassinet', 0.030893579]
[u'swimming_trunks', 0.2835207, u'hog', 0.25006634, u'tub', 0.17508698, u'sunscreen', 0.045643035, u'bathtub', 0.041131359]
[u'bathtub', 0.20782487, u'tub', 0.13397723, u'sunscreen', 0.1048459, u'gown', 0.061241925, u'butcher_shop', 0.059114005]
[u'syringe', 0.17159095, u'lipstick', 0.16781855, u'brassiere', 0.10221969, u'plunger', 0.08319743, u'hair_spray', 0.067006752]
[u'shower_curtain', 0.54463542, u'punching_bag', 0.087235287, u'swimming_trunks', 0.050050985, u'hair_spray', 0.036213733, u'gown', 0.024767157]
[u'shower_cap', 0.042119633, u'gyromitra', 0.040914465, u'tick', 0.039875995, u'brassiere', 0.038626458, u'wig', 0.025694564]
[u'bikini', 0.44484365, u'brassiere', 0.19594739, u'tub', 0.065843239, u'maillot', 0.049525734, u'bathtub', 0.043293163]
[u'swimming_trunks', 0.072100773, u'maillot', 0.061715599, u'maillot', 0.056725282, u'studio_couch', 0.040041797, u'brassiere', 0.036536645]
[u'balance_beam', 0.17977363, u'swimming_trunks', 0.17110756, u'brassiere', 0.085627489, u'bikini', 0.070458427, u'maillot', 0.043312903]
[u'breastplate', 0.26098084, u'gasmask', 0.25269693, u'brassiere', 0.080731593, u'mask', 0.053741768, u'maillot', 0.040087268]
[u'miniskirt', 0.6546762, u'maillot', 0.044691622, u'wig', 0.016368451, u'brassiere', 0.016166098, u'punching_bag', 0.015936404]
[u'web_site', 0.31861475, u'groom', 0.20560135, u'television', 0.100031, u'notebook', 0.059445336, u'gown', 0.057888862]
[u'sunscreen', 0.33890039, u'ice_lolly', 0.073288329, u'swimming_trunks', 0.030150443, u'bikini', 0.023915753, u'bathing_cap', 0.020320423]
[u'swimming_trunks', 0.25838476, u'miniskirt', 0.10941665, u'bikini', 0.031348258, u'ocarina', 0.028252218, u'cleaver', 0.021209231]
[u'swimming_trunks', 0.14312014, u'Band_Aid', 0.1143741, u'bathing_cap', 0.062884524, u'bikini', 0.061052386, u'pole', 0.055352814]
[u'web_site', 0.08197286, u'book_jacket', 0.079261392, u'television', 0.06527283, u'studio_couch', 0.057472367, u'swimming_trunks', 0.04859326]
[u'miniskirt', 0.16068876, u'studio_couch', 0.13038003, u'neck_brace', 0.056279495, u'sleeping_bag', 0.042441074, u'maillot', 0.032696798]
[u'groom', 0.29293883, u'kimono', 0.16394913, u'torch', 0.079713635, u'cleaver', 0.028809018, u'bow_tie', 0.023863321]
[u'swimming_trunks', 0.89791369, u'barbell', 0.01486083, u'bathing_cap', 0.014384721, u'dumbbell', 0.0090329712, u'parallel_bars', 0.0077570449]
[u'bathing_cap', 0.18705384, u'maillot', 0.16900453, u'maillot', 0.16080759, u'snorkel', 0.10991652, u'swimming_trunks', 0.043366946]
[u'pill_bottle', 0.14708747, u'candle', 0.079328716, u'tennis_ball', 0.061064281, u'spotlight', 0.060428943, u'digital_clock', 0.052326623]
[u'diaper', 0.25012565, u'bathtub', 0.090263188, u'swimming_trunks', 0.055612344, u'tub', 0.047727551, u'piggy_bank', 0.037276503]
[u'diaper', 0.66389424, u'toilet_tissue', 0.023206484, u'sunscreen', 0.020894872, u'lotion', 0.018522019, u'conch', 0.016869372]
[u'carousel', 0.10216286, u'brassiere', 0.062137585, u'bikini', 0.029875858, u'breastplate', 0.027445452, u'fur_coat', 0.024449607]
[u'swimming_trunks', 0.26775581, u'brassiere', 0.072440691, u'punching_bag', 0.064746439, u'bulletproof_vest', 0.046202216, u'cellular_telephone', 0.045394693]
[u'miniskirt', 0.52291882, u'brassiere', 0.078565352, u'jean', 0.067818508, u'wig', 0.019103765, u'knee_pad', 0.018758705]
[u'swimming_trunks', 0.35046867, u'tub', 0.065022901, u'diaper', 0.063558094, u'maillot', 0.056854352, u'bathtub', 0.056822862]
[u'diaper', 0.4156934, u'Band_Aid', 0.042223901, u'sunscreen', 0.029516499, u'swimming_trunks', 0.022254571, u'ice_lolly', 0.020522851]
[u'bathing_cap', 0.14137006, u'swimming_trunks', 0.13553029, u'bikini', 0.08510235, u'knee_pad', 0.048311751, u'brassiere', 0.046378549]
[u'projector', 0.045595344, u'revolver', 0.031092523, u'Polaroid_camera', 0.028485909, u'assault_rifle', 0.023352196, u'microphone', 0.02331599]
[u'swimming_trunks', 0.24956639, u'bathtub', 0.11623915, u'sunscreen', 0.1124457, u'tub', 0.10817201, u'diaper', 0.064928152]
[u'wardrobe', 0.20941481, u'miniskirt', 0.11692608, u'pole', 0.067199416, u'maillot', 0.0616678, u'sarong', 0.052985102]
[u'groom', 0.19314459, u'gown', 0.15056841, u'sulphur-crested_cockatoo', 0.095051423, u'plastic_bag', 0.056348599, u'lab_coat', 0.041102547]
[u'diaper', 0.22562945, u'brassiere', 0.14694722, u'toilet_tissue', 0.092290282, u'dishwasher', 0.029244851, u'paper_towel', 0.023365235]
[u'maillot', 0.22882129, u'maillot', 0.12275296, u'bikini', 0.075487196, u'swimming_trunks', 0.063046768, u'miniskirt', 0.060948059]
[u'swimming_trunks', 0.59985232, u'bathing_cap', 0.10804372, u'bikini', 0.037768368, u'maillot', 0.029531142, u'maillot', 0.029004389]
[u'diaper', 0.13354042, u'bathtub', 0.089928485, u'tub', 0.076687492, u'swimming_trunks', 0.075168118, u'brassiere', 0.061754059]
