[u'Windsor_tie', 0.058971617, u'punching_bag', 0.037994556, u'power_drill', 0.032793596, u'suit', 0.031608474, u'lab_coat', 0.023543462]
[u'maillot', 0.17315376, u'bikini', 0.057779521, u'bathing_cap', 0.057654321, u'maillot', 0.037355013, u'brassiere', 0.034312721]
[u'prison', 0.21829298, u'brassiere', 0.089719057, u'wardrobe', 0.04677701, u'dishwasher', 0.040240902, u'parallel_bars', 0.037458792]
[u'gown', 0.20010751, u'brassiere', 0.18383485, u'maillot', 0.13210541, u'maillot', 0.12067757, u'hoopskirt', 0.11562529]
[u'bathtub', 0.42195219, u'tub', 0.24612841, u'diaper', 0.23594256, u'swimming_trunks', 0.029411886, u'bathing_cap', 0.012984417]
[u'swimming_trunks', 0.56658882, u'bikini', 0.10913096, u'bathing_cap', 0.087765157, u'maillot', 0.062014539, u'maillot', 0.036805771]
[u'bikini', 0.65305251, u'brassiere', 0.17842467, u'swimming_trunks', 0.058990411, u'gown', 0.025336208, u'maillot', 0.015446457]
[u'dumbbell', 0.12437923, u'barbell', 0.079117425, u'balance_beam', 0.06611003, u'miniskirt', 0.029207498, u'stage', 0.027984874]
[u'pillow', 0.30412912, u'brassiere', 0.095312566, u'maillot', 0.054253213, u'diaper', 0.053587072, u'quilt', 0.033894438]
[u'bikini', 0.23627925, u'brassiere', 0.17367247, u'maillot', 0.16059245, u'bathing_cap', 0.070989169, u'swimming_trunks', 0.062068854]
[u'maillot', 0.070585638, u'maillot', 0.057883337, u'bikini', 0.046950251, u'drumstick', 0.045876052, u'miniskirt', 0.038692035]
[u'bikini', 0.47713354, u'maillot', 0.14792824, u'brassiere', 0.13552721, u'gown', 0.041719981, u'maillot', 0.027035246]
[u'iron', 0.53624845, u'shoe_shop', 0.064067982, u'carousel', 0.054028913, u'toilet_tissue', 0.039448105, u'neck_brace', 0.03186715]
[u'swimming_trunks', 0.66809452, u'bathing_cap', 0.10487948, u'bikini', 0.054860052, u'maillot', 0.037567902, u'maillot', 0.022776807]
[u'lab_coat', 0.12077457, u'hand_blower', 0.069299467, u'groom', 0.055041689, u'cleaver', 0.050062746, u'cellular_telephone', 0.039274339]
[u'military_uniform', 0.82845515, u'artichoke', 0.0865665, u'stretcher', 0.036136668, u'half_track', 0.0097063249, u'assault_rifle', 0.0084548965]
[u'swimming_trunks', 0.1298818, u'bathing_cap', 0.11804086, u'sunscreen', 0.094790667, u'lab_coat', 0.023963394, u'ice_lolly', 0.023864577]
[u'diaper', 0.25555646, u'swimming_trunks', 0.16794123, u'bathtub', 0.059868209, u'tub', 0.054113403, u'brassiere', 0.045812983]
[u'jean', 0.14066653, u'diaper', 0.10641941, u'studio_couch', 0.072851673, u'rocking_chair', 0.039883401, u'Band_Aid', 0.036001563]
[u'shoe_shop', 0.12041835, u'military_uniform', 0.069752365, u'bulletproof_vest', 0.059285328, u'punching_bag', 0.046625115, u'knee_pad', 0.034999218]
[u'bikini', 0.16584148, u'brassiere', 0.12795562, u'maillot', 0.049360886, u'bathing_cap', 0.033875808, u'diaper', 0.033236831]
[u'swimming_trunks', 0.14373691, u'maillot', 0.11593706, u'diaper', 0.085857727, u'studio_couch', 0.071453929, u'maillot', 0.050859146]
[u'bikini', 0.15516435, u'dumbbell', 0.10009091, u'maillot', 0.080606021, u'brassiere', 0.064776167, u'maillot', 0.058871534]
[u'bathtub', 0.25625166, u'tub', 0.1613441, u'bath_towel', 0.041795705, u'shower_cap', 0.039799862, u'hand_blower', 0.036593493]
[u'groom', 0.52559483, u'jackfruit', 0.057907116, u'ear', 0.030450512, u'corn', 0.028667564, u'web_site', 0.025400367]
[u'seat_belt', 0.87871885, u'oxygen_mask', 0.011712078, u'neck_brace', 0.010186742, u'crash_helmet', 0.0083579803, u'sunglasses', 0.0052081929]
[u'cash_machine', 0.72901857, u'vending_machine', 0.061616067, u'pay-phone', 0.02747404, u'turnstile', 0.024810456, u'gas_pump', 0.016569061]
[u'military_uniform', 0.17879227, u'trench_coat', 0.066125229, u'cowboy_hat', 0.025110517, u'hatchet', 0.024346817, u'cuirass', 0.017424652]
[u'bikini', 0.27467638, u'brassiere', 0.097589903, u'maillot', 0.079358488, u'gown', 0.051279932, u'sarong', 0.048666798]
[u'brassiere', 0.18729158, u'maillot', 0.12606268, u'diaper', 0.11226531, u'miniskirt', 0.090465136, u'bikini', 0.080693118]
[u'bathtub', 0.12883785, u'tub', 0.12780476, u'maillot', 0.065586843, u'bikini', 0.064656898, u'punching_bag', 0.045084622]
[u'swimming_trunks', 0.1359982, u'diaper', 0.06498158, u'tub', 0.061852332, u'television', 0.052009836, u'bathing_cap', 0.043403123]
[u'diaper', 0.34887725, u'bath_towel', 0.12484109, u'bikini', 0.04940797, u'maillot', 0.031442821, u'maillot', 0.022442067]
[u'swimming_trunks', 0.42432168, u'bikini', 0.31629711, u'brassiere', 0.053545833, u'diaper', 0.039774694, u'maillot', 0.027785836]
[u'bonnet', 0.47345331, u'sunscreen', 0.071259856, u'cowboy_hat', 0.046517186, u'diaper', 0.038616806, u'brassiere', 0.027905162]
[u'butcher_shop', 0.2064521, u'swab', 0.060421612, u'cleaver', 0.053396586, u'stage', 0.044894014, u'power_drill', 0.030561252]
[u'diaper', 0.12692878, u'quilt', 0.051723808, u'stethoscope', 0.048785917, u'studio_couch', 0.035838202, u'lotion', 0.034546576]
[u'brassiere', 0.086929023, u'hoopskirt', 0.077173732, u'bonnet', 0.075797528, u'bathing_cap', 0.057107389, u'pinwheel', 0.050016638]
[u'bikini', 0.16623937, u'swimming_trunks', 0.10594, u'brassiere', 0.074112415, u'maillot', 0.061564293, u'maillot', 0.048659768]
[u'diaper', 0.13723712, u'bathtub', 0.089433439, u'gown', 0.057562672, u'groom', 0.046141312, u'cradle', 0.044789813]
[u'bikini', 0.37999594, u'bathing_cap', 0.17276686, u'swimming_trunks', 0.10948466, u'sunscreen', 0.07853432, u'maillot', 0.033487432]
[u'refrigerator', 0.1091826, u'shower_cap', 0.096574411, u'medicine_chest', 0.058886308, u'bath_towel', 0.040467955, u'swimming_trunks', 0.029083915]
[u'jean', 0.17919634, u'cellular_telephone', 0.047125805, u'hair_spray', 0.046603404, u'cash_machine', 0.044322576, u'power_drill', 0.029448461]
[u'shower_cap', 0.15886472, u'diaper', 0.12834027, u'bath_towel', 0.077031039, u'swimming_trunks', 0.060729433, u'miniskirt', 0.042344537]
[u'maillot', 0.28088468, u'maillot', 0.19504859, u'swimming_trunks', 0.13881163, u'brassiere', 0.093068138, u'bikini', 0.076212443]
[u'diaper', 0.3691141, u'stethoscope', 0.068345435, u'nipple', 0.051740713, u'cradle', 0.035721812, u'hog', 0.035315391]
[u'gown', 0.22953171, u'overskirt', 0.22528501, u'velvet', 0.10150982, u'hoopskirt', 0.090750858, u'trench_coat', 0.086308159]
[u'candle', 0.28947833, u'ice_lolly', 0.096341744, u'diaper', 0.089878097, u'piggy_bank', 0.026639689, u'ping-pong_ball', 0.02588952]
[u'bathing_cap', 0.84447467, u'swimming_trunks', 0.1454737, u'bikini', 0.0028580457, u'maillot', 0.0019862158, u'maillot', 0.0019838947]
[u'brassiere', 0.1537483, u'bikini', 0.14104351, u'hair_spray', 0.064561285, u'maillot', 0.05849256, u'hand_blower', 0.026829796]
[u'sunscreen', 0.11103137, u'diaper', 0.073904492, u'swimming_trunks', 0.057441149, u'bikini', 0.04183089, u'Band_Aid', 0.023380499]
[u'hair_spray', 0.32269496, u'hand_blower', 0.1061194, u'lipstick', 0.049085822, u'sunglass', 0.048107091, u'sunglasses', 0.042643636]
[u'maillot', 0.11626287, u'maillot', 0.076146878, u'miniskirt', 0.044934608, u'balance_beam', 0.036123656, u'horizontal_bar', 0.034329008]
[u'crutch', 0.18316083, u'military_uniform', 0.049544152, u'stage', 0.038918722, u'toyshop', 0.037397124, u'jean', 0.036957573]
[u'maillot', 0.165887, u'brassiere', 0.10962694, u'bathing_cap', 0.073639646, u'swimming_trunks', 0.073560752, u'maillot', 0.072454289]
[u'bikini', 0.081664175, u'syringe', 0.061125882, u'Band_Aid', 0.059583426, u'sunscreen', 0.038123645, u'brassiere', 0.037613899]
[u'stretcher', 0.15690507, u'parachute', 0.097683348, u'toyshop', 0.067462347, u'maypole', 0.04865117, u'breastplate', 0.03786733]
[u'chime', 0.38305885, u'swab', 0.13848898, u'hook', 0.1112995, u'matchstick', 0.073904894, u'space_shuttle', 0.034824379]
[u'hair_spray', 0.29686269, u'hand_blower', 0.11900202, u'bathtub', 0.091921166, u'syringe', 0.049474068, u'power_drill', 0.038650811]
[u'swimming_trunks', 0.31292707, u'diaper', 0.094475105, u'dumbbell', 0.083541453, u'tub', 0.061854497, u'bathtub', 0.052223343]
[u'miniskirt', 0.32336822, u'maillot', 0.13095358, u'brassiere', 0.10729563, u'gown', 0.067600712, u'maillot', 0.057482611]
[u'barbershop', 0.13263653, u'punching_bag', 0.090452202, u'kimono', 0.046949215, u'stethoscope', 0.044101909, u'hand_blower', 0.03274459]
[u'swimming_trunks', 0.24160008, u'stethoscope', 0.14744708, u'bathtub', 0.072401956, u'dumbbell', 0.062050402, u'bath_towel', 0.057833083]
[u'sliding_door', 0.13469176, u'pole', 0.11009819, u'maillot', 0.043860115, u'wardrobe', 0.037285984, u'hand_blower', 0.030834602]
