[u'stretcher', 0.17560396, u'golfcart', 0.060711563, u'convertible', 0.050086681, u'sports_car', 0.041021537, u'go-kart', 0.033305999]
[u'miniskirt', 0.27113855, u'maillot', 0.12337421, u'maillot', 0.081434622, u'notebook', 0.071667902, u'studio_couch', 0.050410606]
[u'pajama', 0.21143872, u'washer', 0.15687996, u'miniskirt', 0.0747898, u'apron', 0.02610719, u'jean', 0.02562324]
[u'brassiere', 0.33452785, u'bikini', 0.2635712, u'maillot', 0.10052647, u'stethoscope', 0.048769996, u'diaper', 0.03744882]
[u'miniskirt', 0.41542941, u'hand_blower', 0.077906646, u'washer', 0.060939878, u'hair_spray', 0.053118393, u'brassiere', 0.04609539]
[u'maillot', 0.31626067, u'bikini', 0.21087101, u'miniskirt', 0.16745456, u'maillot', 0.12757581, u'brassiere', 0.044444475]
[u'tub', 0.23747635, u'groom', 0.21382423, u'bathtub', 0.089307934, u'bikini', 0.086121671, u'gown', 0.054550637]
[u'miniskirt', 0.43868434, u'brassiere', 0.12294942, u'maillot', 0.10638671, u'jean', 0.021793224, u'maillot', 0.017798079]
[u'photocopier', 0.11888129, u'tub', 0.074948534, u'carton', 0.049018428, u'balance_beam', 0.045320045, u'printer', 0.039966356]
[u'miniskirt', 0.11714738, u'diaper', 0.10107522, u'ice_lolly', 0.085698068, u'jean', 0.053758416, u'groom', 0.034034092]
[u'diaper', 0.098972328, u'studio_couch', 0.095671415, u'bath_towel', 0.05662619, u'maillot', 0.052540805, u'maillot', 0.051805273]
[u'miniskirt', 0.34676054, u'brassiere', 0.29601705, u'maillot', 0.17874795, u'bikini', 0.049564756, u'maillot', 0.024167936]
[u'maillot', 0.35603404, u'miniskirt', 0.33420032, u'maillot', 0.076443747, u'bikini', 0.074920595, u'brassiere', 0.054408461]
[u'diaper', 0.55067623, u'piggy_bank', 0.040486343, u'crib', 0.037788868, u'stethoscope', 0.025403537, u'nipple', 0.019475041]
[u'miniskirt', 0.55217826, u'overskirt', 0.097745813, u'hoopskirt', 0.071206056, u'neck_brace', 0.039271697, u'gown', 0.033002254]
[u'groom', 0.068276472, u'pajama', 0.048722733, u'lab_coat', 0.04602243, u'hoopskirt', 0.041123591, u'diaper', 0.038749486]
[u'neck_brace', 0.058747854, u'diaper', 0.056961313, u'pajama', 0.049000267, u'hoopskirt', 0.044727549, u'bath_towel', 0.040495098]
[u'trench_coat', 0.21440659, u'suit', 0.15637913, u'stole', 0.044283338, u'fur_coat', 0.039205033, u'cardigan', 0.037976775]
[u'limousine', 0.24882998, u'minivan', 0.14701271, u'groom', 0.067777023, u'convertible', 0.057388872, u'seat_belt', 0.047091555]
[u'carousel', 0.073400691, u'bassoon', 0.060075473, u'Brittany_spaniel', 0.033378765, u'bow_tie', 0.025453305, u'vestment', 0.015446921]
[u'gown', 0.16168424, u'groom', 0.095723145, u'miniskirt', 0.063150622, u'maillot', 0.052994508, u'tub', 0.05222781]
[u'diaper', 0.32205331, u'Band_Aid', 0.066075124, u'dough', 0.060066462, u'bathtub', 0.050988048, u'lotion', 0.034011293]
[u'stole', 0.49000058, u'brassiere', 0.10011471, u'face_powder', 0.053390436, u'pajama', 0.047591481, u'wool', 0.039637979]
[u'studio_couch', 0.18455309, u'quilt', 0.08563678, u'four-poster', 0.062228065, u'mosquito_net', 0.03184025, u'fur_coat', 0.031663533]
[u'diaper', 0.16595851, u'parallel_bars', 0.11013801, u'rocking_chair', 0.090000615, u'swimming_trunks', 0.067461044, u'horizontal_bar', 0.064939611]
[u'tricycle', 0.16454187, u'barber_chair', 0.096572623, u'golfcart', 0.094155349, u'corkscrew', 0.070456252, u'rocking_chair', 0.028429119]
[u'groom', 0.25671965, u'miniskirt', 0.10650505, u'gown', 0.10449318, u'hair_spray', 0.075774819, u'limousine', 0.05495717]
[u'miniskirt', 0.50961387, u'maillot', 0.10275009, u'maillot', 0.070481241, u'brassiere', 0.037504625, u'jean', 0.033636313]
[u'pajama', 0.090333164, u'quilt', 0.074860372, u'crossword_puzzle', 0.067828126, u'studio_couch', 0.043427393, u'jigsaw_puzzle', 0.039139338]
