[u'shower_curtain', 0.42863816, u'sliding_door', 0.032252423, u'window_shade', 0.022696126, u'cash_machine', 0.01869514, u'wall_clock', 0.018310243]
[u'Windsor_tie', 0.060225185, u'crossword_puzzle', 0.037506297, u'analog_clock', 0.03367167, u'wall_clock', 0.033562735, u'stole', 0.032009829]
[u'shower_curtain', 0.066240102, u'crossword_puzzle', 0.051293768, u'washbasin', 0.027887831, u'sliding_door', 0.023477035, u'wall_clock', 0.021765055]
[u'crossword_puzzle', 0.078442648, u'shower_curtain', 0.0555906, u'digital_clock', 0.022862796, u'wall_clock', 0.022822898, u'balloon', 0.018250516]
[u'swimming_trunks', 0.89164591, u'bathing_cap', 0.082465768, u'bikini', 0.0035860154, u'maillot', 0.0035100549, u'maillot', 0.0020881924]
[u'shower_curtain', 0.18497501, u'washbasin', 0.090853341, u'sliding_door', 0.077367753, u'window_shade', 0.031797174, u'wall_clock', 0.023130357]
[u'shower_curtain', 0.13151105, u'velvet', 0.056552757, u'quilt', 0.042864963, u'tray', 0.04178372, u'toilet_seat', 0.039511055]
[u'digital_clock', 0.064725809, u'shower_curtain', 0.050546214, u'wall_clock', 0.047513943, u'window_screen', 0.024957865, u'doormat', 0.024868188]
[u'shower_curtain', 0.095892884, u'prayer_rug', 0.055484097, u'Windsor_tie', 0.032413751, u'wall_clock', 0.030858558, u'quilt', 0.026189117]
[u'shower_curtain', 0.37678373, u'window_shade', 0.043031838, u'washbasin', 0.041601602, u'wall_clock', 0.035088215, u'medicine_chest', 0.032674342]
[u'digital_clock', 0.10334213, u'shower_curtain', 0.087313458, u'wall_clock', 0.049017478, u'spotlight', 0.027461091, u'maze', 0.027158316]
[u'Windsor_tie', 0.10137337, u'envelope', 0.074974351, u'container_ship', 0.03114628, u'combination_lock', 0.025012208, u'coil', 0.021420615]
[u'window_screen', 0.039236832, u'spotlight', 0.02007303, u'shoji', 0.019561753, u'sliding_door', 0.019155692, u'fire_screen', 0.013262068]
[u'envelope', 0.1064268, u'shower_curtain', 0.094506778, u'jigsaw_puzzle', 0.061639234, u'pillow', 0.041656312, u'Christmas_stocking', 0.028990148]
[u'shower_curtain', 0.12921275, u'digital_clock', 0.094316415, u'sliding_door', 0.052769374, u'crossword_puzzle', 0.049010947, u'washbasin', 0.044531573]
[u'shower_curtain', 0.56817359, u'washbasin', 0.067966528, u'toilet_seat', 0.020579049, u'bathtub', 0.020414386, u'wall_clock', 0.01882717]
[u'shower_curtain', 0.24961175, u'envelope', 0.03212145, u'handkerchief', 0.030777922, u'wall_clock', 0.027261291, u'tray', 0.020436503]
[u'crossword_puzzle', 0.11348756, u'quilt', 0.049410794, u'prayer_rug', 0.048099663, u'maze', 0.034159869, u'doormat', 0.032041557]
[u'shower_curtain', 0.15706818, u'crossword_puzzle', 0.077130467, u'wool', 0.036177929, u'washbasin', 0.028113211, u'digital_clock', 0.027796866]
[u'crossword_puzzle', 0.056402586, u'wall_clock', 0.046375174, u'sliding_door', 0.04335279, u'shower_curtain', 0.040816285, u'window_shade', 0.03927001]
[u'shower_curtain', 0.25071263, u'washbasin', 0.043921821, u'toilet_seat', 0.025562249, u'wall_clock', 0.024000542, u'wardrobe', 0.022858329]
[u'shower_curtain', 0.1513378, u'wall_clock', 0.045086104, u'crossword_puzzle', 0.032430105, u'envelope', 0.024543041, u'washbasin', 0.020477107]
[u'washbasin', 0.087973692, u'shower_curtain', 0.060950674, u'bathtub', 0.044183183, u'wall_clock', 0.033436153, u'tub', 0.032969031]
[u'shower_curtain', 0.446181, u'pillow', 0.023123119, u'envelope', 0.01821509, u'balloon', 0.017132059, u'wall_clock', 0.01152584]
[u'crossword_puzzle', 0.080159768, u'shower_curtain', 0.046514235, u'cash_machine', 0.030848263, u'doormat', 0.02954036, u'digital_clock', 0.026386673]
[u'balloon', 0.064754933, u'parachute', 0.063211501, u'jigsaw_puzzle', 0.044050489, u'digital_clock', 0.039716393, u'container_ship', 0.038024776]
[u'digital_clock', 0.30739337, u'scoreboard', 0.10740042, u'container_ship', 0.059497882, u'wall_clock', 0.036779065, u'cash_machine', 0.034955408]
[u'washbasin', 0.062556334, u'digital_clock', 0.039712045, u'traffic_light', 0.035917033, u'space_shuttle', 0.032287925, u'spotlight', 0.031343024]
[u'digital_clock', 0.13135734, u'shower_curtain', 0.042187516, u'traffic_light', 0.038950585, u'sliding_door', 0.025315141, u'doormat', 0.022921037]
[u'digital_clock', 0.19087601, u'prayer_rug', 0.076390572, u'scoreboard', 0.063648544, u'crossword_puzzle', 0.043230701, u'digital_watch', 0.036411975]
[u'shower_curtain', 0.61749047, u'washbasin', 0.038742263, u'tub', 0.019962464, u'bathtub', 0.019759892, u'wall_clock', 0.015400169]
[u'matchstick', 0.076208062, u'nematode', 0.04769811, u'lighter', 0.030722424, u'digital_clock', 0.029044192, u'spotlight', 0.023671744]
[u'shower_curtain', 0.040565792, u'wall_clock', 0.029705737, u'doormat', 0.025767008, u'window_screen', 0.019469611, u'crossword_puzzle', 0.018971359]
[u'shower_curtain', 0.29449585, u'doormat', 0.020907113, u'wall_clock', 0.020142457, u'wool', 0.018918263, u'handkerchief', 0.01787011]
[u'digital_clock', 0.17064258, u'spotlight', 0.032860596, u'window_shade', 0.030562684, u'picket_fence', 0.029181046, u'abaya', 0.028762562]
[u'maze', 0.3303307, u'prayer_rug', 0.10763146, u'shower_curtain', 0.10546762, u'velvet', 0.080264777, u'digital_clock', 0.041162986]
[u'maze', 0.10043269, u'prayer_rug', 0.094457708, u'balloon', 0.081506297, u'jigsaw_puzzle', 0.055690527, u'container_ship', 0.049758557]
[u'washbasin', 0.17202422, u'medicine_chest', 0.092539079, u'shower_curtain', 0.069047153, u'microwave', 0.046345346, u'sliding_door', 0.043286122]
[u'washbasin', 0.12516803, u'bathtub', 0.077927217, u'tub', 0.058948487, u'toilet_seat', 0.049311653, u'shower_curtain', 0.036108065]
[u'sliding_door', 0.063259639, u'washbasin', 0.056231137, u'shower_curtain', 0.039681312, u'fire_screen', 0.034705099, u'window_screen', 0.02448667]
[u'space_shuttle', 0.051711388, u'digital_clock', 0.051297884, u'shower_curtain', 0.045431785, u'traffic_light', 0.04444997, u'prayer_rug', 0.033244785]
[u'Windsor_tie', 0.3090457, u'parachute', 0.060267884, u'sock', 0.05946165, u'wool', 0.026930854, u'prayer_rug', 0.02541337]
[u'sliding_door', 0.066062205, u'shower_curtain', 0.037466835, u'cash_machine', 0.033961087, u'window_shade', 0.032843389, u'washbasin', 0.027811039]
[u'envelope', 0.08267051, u'web_site', 0.057192829, u'Windsor_tie', 0.029102571, u'Band_Aid', 0.02527588, u'analog_clock', 0.023807256]
[u'shower_curtain', 0.12272754, u'flagpole', 0.038411163, u'window_shade', 0.02730998, u'wall_clock', 0.02162277, u'window_screen', 0.02110566]
[u'space_shuttle', 0.077807337, u'traffic_light', 0.054844711, u'shower_curtain', 0.039388649, u'window_shade', 0.038856354, u'torch', 0.029125791]
[u'shower_curtain', 0.21344435, u'maze', 0.048849415, u'digital_clock', 0.043266382, u'doormat', 0.027029989, u'wall_clock', 0.024983687]
[u'crossword_puzzle', 0.085101284, u'shower_curtain', 0.047859408, u'wall_clock', 0.041194778, u'washbasin', 0.040674191, u'doormat', 0.030728005]
[u'shower_curtain', 0.075286143, u'washbasin', 0.031545162, u'tub', 0.03068221, u'toilet_seat', 0.028495593, u'wall_clock', 0.024542505]
[u'digital_clock', 0.25924081, u'prayer_rug', 0.13754959, u'Christmas_stocking', 0.025162796, u'scoreboard', 0.02493092, u'pillow', 0.022552248]
[u'digital_clock', 0.49660778, u'digital_watch', 0.064472109, u'wall_clock', 0.040522899, u'Windsor_tie', 0.037492625, u'scoreboard', 0.027802311]
